2024-06-12 18-24-43:672 [dobot_api.py] servoj return data: 
2024-06-12 18-24-43:675 [dobot_api.py] servoj return data: 
2024-06-12 18-24-43:691 [dobot_api.py] servoj return data: 0,{},ServoJ(-82.340111,-1.546424,-94.463531,6.718608,94.827278,95.378014,0.030000,gain=500);
2024-06-12 18-24-43:693 [dobot_api.py] servoj return data: 0,{},ServoJ(84.303818,3.184118,88.304466,3.333151,-99.473289,-98.860229,0.030000,gain=500);
2024-06-12 18-24-43:703 [dobot_api.py] servoj return data: 0,{},ServoJ(-82.417484,-1.227773,-94.620465,6.852763,94.778518,95.323691,0.030000,gain=500);
2024-06-12 18-24-43:706 [dobot_api.py] servoj return data: 
2024-06-12 18-24-43:715 [dobot_api.py] servoj return data: 0,{},ServoJ(-82.494856,-0.909123,-94.777399,6.986919,94.729757,95.269367,0.030000,gain=500);
2024-06-12 18-24-43:717 [dobot_api.py] servoj return data: 0,{},ServoJ(84.361355,2.848925,88.523613,3.097463,-99.377599,-98.770732,0.030000,gain=500);
2024-06-12 18-24-43:727 [dobot_api.py] servoj return data: 0,{},ServoJ(-82.572229,-0.590472,-94.934333,7.121074,94.680997,95.215044,0.030000,gain=500);
2024-06-12 18-24-43:729 [dobot_api.py] servoj return data: 0,{},ServoJ(84.418892,2.513732,88.742760,2.861774,-99.281909,-98.681234,0.030000,gain=500);
2024-06-12 18-24-43:739 [dobot_api.py] servoj return data: 0,{},ServoJ(-82.649601,-0.271821,-95.091267,7.255230,94.632236,95.160721,0.030000,gain=500);
2024-06-12 18-24-43:741 [dobot_api.py] servoj return data: 0,{},ServoJ(84.476430,2.178539,88.961906,2.626086,-99.186220,-98.591737,0.030000,gain=500);
2024-06-12 18-24-43:751 [dobot_api.py] servoj return data: 0,{},ServoJ(-82.726974,0.046830,-95.248201,7.389385,94.583476,95.106397,0.030000,gain=500);
2024-06-12 18-24-43:753 [dobot_api.py] servoj return data: 0,{},ServoJ(84.533967,1.843346,89.181053,2.390397,-99.090530,-98.502240,0.030000,gain=500);
2024-06-12 18-24-43:763 [dobot_api.py] servoj return data: 0,{},ServoJ(-82.804347,0.365480,-95.405135,7.523541,94.534716,95.052074,0.030000,gain=500);
2024-06-12 18-24-43:765 [dobot_api.py] servoj return data: 0,{},ServoJ(84.591504,1.508152,89.400200,2.154709,-98.994840,-98.412743,0.030000,gain=500);
2024-06-12 18-24-43:775 [dobot_api.py] servoj return data: 0,{},ServoJ(-82.881719,0.684131,-95.562069,7.657696,94.485955,94.997750,0.030000,gain=500);
2024-06-12 18-24-43:777 [dobot_api.py] servoj return data: 0,{},ServoJ(84.649041,1.172959,89.619347,1.919021,-98.899150,-98.323245,0.030000,gain=500);
2024-06-12 18-24-43:786 [dobot_api.py] servoj return data: 0,{},ServoJ(-82.959092,1.002782,-95.719003,7.791852,94.437195,94.943427,0.030000,gain=500);
2024-06-12 18-24-43:789 [dobot_api.py] servoj return data: 0,{},ServoJ(84.706578,0.837766,89.838494,1.683332,-98.803460,-98.233748,0.030000,gain=500);
2024-06-12 18-24-43:799 [dobot_api.py] servoj return data: 0,{},ServoJ(-83.036465,1.321433,-95.875937,7.926007,94.388435,94.889104,0.030000,gain=500);
2024-06-12 18-24-43:801 [dobot_api.py] servoj return data: 0,{},ServoJ(84.764116,0.502573,90.057640,1.447644,-98.707771,-98.144251,0.030000,gain=500);
2024-06-12 18-24-43:811 [dobot_api.py] servoj return data: 0,{},ServoJ(-83.113837,1.640083,-96.032871,8.060163,94.339674,94.834780,0.030000,gain=500);
2024-06-12 18-24-43:813 [dobot_api.py] servoj return data: 0,{},ServoJ(84.821653,0.167380,90.276787,1.211955,-98.612081,-98.054754,0.030000,gain=500);
2024-06-12 18-24-43:823 [dobot_api.py] servoj return data: 0,{},ServoJ(-83.191210,1.958734,-96.189805,8.194318,94.290914,94.780457,0.030000,gain=500);
2024-06-12 18-24-43:825 [dobot_api.py] servoj return data: 0,{},ServoJ(84.879190,-0.167813,90.495934,0.976267,-98.516391,-97.965256,0.030000,gain=500);
2024-06-12 18-24-43:835 [dobot_api.py] servoj return data: 0,{},ServoJ(-83.268582,2.277385,-96.346739,8.328474,94.242153,94.726134,0.030000,gain=500);
2024-06-12 18-24-43:837 [dobot_api.py] servoj return data: 0,{},ServoJ(84.936727,-0.503006,90.715081,0.740579,-98.420701,-97.875759,0.030000,gain=500);
2024-06-12 18-24-43:847 [dobot_api.py] servoj return data: 0,{},ServoJ(-83.345955,2.596036,-96.503673,8.462629,94.193393,94.671810,0.030000,gain=500);
2024-06-12 18-24-43:849 [dobot_api.py] servoj return data: 0,{},ServoJ(84.994264,-0.838199,90.934228,0.504890,-98.325012,-97.786262,0.030000,gain=500);
2024-06-12 18-24-43:859 [dobot_api.py] servoj return data: 0,{},ServoJ(-83.423328,2.914686,-96.660607,8.596785,94.144633,94.617487,0.030000,gain=500);
2024-06-12 18-24-43:861 [dobot_api.py] servoj return data: 0,{},ServoJ(85.051801,-1.173392,91.153375,0.269202,-98.229322,-97.696765,0.030000,gain=500);
2024-06-12 18-24-43:871 [dobot_api.py] servoj return data: 0,{},ServoJ(-83.500700,3.233337,-96.817541,8.730940,94.095872,94.563163,0.030000,gain=500);
2024-06-12 18-24-43:873 [dobot_api.py] servoj return data: 0,{},ServoJ(85.109339,-1.508586,91.372521,0.033513,-98.133632,-97.607267,0.030000,gain=500);
2024-06-12 18-24-43:883 [dobot_api.py] servoj return data: 0,{},ServoJ(-83.578073,3.551988,-96.974475,8.865096,94.047112,94.508840,0.030000,gain=500);
2024-06-12 18-24-43:885 [dobot_api.py] servoj return data: 0,{},ServoJ(85.166876,-1.843779,91.591668,-0.202175,-98.037942,-97.517770,0.030000,gain=500);
2024-06-12 18-24-43:895 [dobot_api.py] servoj return data: 0,{},ServoJ(-83.655445,3.870639,-97.131410,8.999251,93.998351,94.454517,0.030000,gain=500);
